namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2c87f38f-621b-42be-9bfe-03e22220186c,T1.Q2,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,0052a65a-0423-4cf3-92e1-d21880a313d1,T1.Q2.A5,Other misleading reasoning about probability or frequency,"T1.Q7, T1.Q8",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",2c87f38f-621b-42be-9bfe-03e22220186c,T1.Q2,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,3a00638b-6034-4f53-ba4e-1e5b725f0887,T1.Q2.A6,None of these,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",37615e08-e67c-41e2-b536-3c0def830ab4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,830e4053-99ca-4ec6-b9c0-bcd6e2408029,T1.Q3.A1,Just World Fallacy,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",37615e08-e67c-41e2-b536-3c0def830ab4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,4941efa8-292d-4711-b1d8-2c856fb39561,T1.Q3.A2,Good Old Days Fallacy,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",37615e08-e67c-41e2-b536-3c0def830ab4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,58612c61-0358-4c91-a7f4-c2301dd0e2ad,T1.Q3.A3,Naturalistic Fallacy,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",37615e08-e67c-41e2-b536-3c0def830ab4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,5990bd22-c494-42e0-a7a0-36b8b69cfee7,T1.Q3.A4,Sunk Cost Fallacy,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",37615e08-e67c-41e2-b536-3c0def830ab4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,b8e657e5-2328-462b-bc3d-3c4bc8deaf93,T1.Q3.A5,Other appeals to biases,"T1.Q7, T1.Q8",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",37615e08-e67c-41e2-b536-3c0def830ab4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,454123d4-3f5c-410d-a48d-a99619a38841,T1.Q3.A6,No appeals to biases,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,56edec97-72ff-467f-9adc-39fb10500e9a,T1.Q6.A1,Begging the Question –– Circular Reasoning,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,f0a0c075-a162-482a-8bdb-dbe47a756d5a,T1.Q6.A2,False Dilemma,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,6e92ddbf-9026-4abc-a7c8-fd8eab80b9dc,T1.Q6.A3,Straw Man Argument,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,dee37e64-a4f2-48f0-873b-cb8f1151d928,T1.Q6.A4,"Distraction from Issue –– A ""Red Herring""",T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,2c68f7ab-6607-462b-b71b-64ea9a5324c7,T1.Q6.A5,Equivocation,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,1e23c54f-07ba-4061-8bac-45702d7a13b6,T1.Q6.A6,Slippery Slope Argument,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,4568b21d-25e2-47cc-a227-550853ed4995,T1.Q6.A7,Appeal to Ignorance,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,d1cef549-c599-4fb3-94a8-c4bf7fcd142a,T1.Q6.A8,Before therefore because (Post hoc ergo propter hoc),T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,0ede7ad6-aca5-452e-b96c-3648453bcab4,T1.Q6.A9,False Equivalence,T1.Q7,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,88d669fa-5bb2-4f46-a82d-a3e315e89424,T1.Q6.A10,Other logical fallacy,"T1.Q7, T1.Q8",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c13076ff-1be2-4a59-ba2a-74c360d29d71,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",11,32dc3c7f-f9ae-4b1e-a93e-7d649bd28128,T1.Q6.A11,None of these logical fallacies,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",027f2c3f-b0db-4ec7-af6c-6b406bf4b3bd,T1.Q7,How misleading is the argument?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,8de6ac12-8e54-4420-bf2d-2b796496c130,T1.Q7.A1,Extremely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",027f2c3f-b0db-4ec7-af6c-6b406bf4b3bd,T1.Q7,How misleading is the argument?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3f687759-c773-41a3-92c1-d05d8bb012e7,T1.Q7.A2,Very,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",027f2c3f-b0db-4ec7-af6c-6b406bf4b3bd,T1.Q7,How misleading is the argument?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,2fe480fe-0c9f-4327-b13a-9462565dea28,T1.Q7.A3,Somewhat,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",027f2c3f-b0db-4ec7-af6c-6b406bf4b3bd,T1.Q7,How misleading is the argument?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,5a91ceea-91b9-43de-9929-f5f9b9844829,T1.Q7.A4,Slightly,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",027f2c3f-b0db-4ec7-af6c-6b406bf4b3bd,T1.Q7,How misleading is the argument?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,ed1c9da7-0f7a-45cc-9749-6b655291dfd8,T1.Q7.A5,Not at all,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",47c2896d-6c71-4bd1-9c9e-34383364a8a2,T1.Q8,You've indicated that the passage contains some 'other' form of misleading reasoning. Briefly describe what is wrong with it.,TEXT,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,b8042b97-6f30-404d-9192-b025c7f7b40f,T1.Q8.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",840770cf-21ec-4408-ab22-5608cf5860a6,T1.Q10,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,aeb53f70-109f-4cdb-9e89-814111740c5b,T1.Q10.A1,1: Easiest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",840770cf-21ec-4408-ab22-5608cf5860a6,T1.Q10,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,d45cb4b7-0442-451b-b4ef-e5e3fb2b6601,T1.Q10.A2,2,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Reasoning_2020_09_20,32975638eed8b0fc6bbfb762d4e830d4eb53da45f64355a9ef510eacc0e7d97b,84242146-0cc5-4dd2-b45b-601d33baee3b,Reasoning Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",840770cf-21ec-4408-ab22-5608cf5860a6,T1.Q10,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,52b7f0aa-1f41-40c8-bcd2-f142bee8bb22,T1.Q10.A3,3,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
