namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",29ca0b44-3724-480b-acaa-6c9e02f71eb8,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,fbe8d93a-5f71-4e22-b95c-3cc67fbbd300,T1.Q5.A3,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6785c8b-64e9-4b49-b763-fa464d392507,T1.Q6,Are any numbers given?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,8eb4c9bf-26d5-43b8-bca3-ef39d810c682,T1.Q6.A1,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6785c8b-64e9-4b49-b763-fa464d392507,T1.Q6,Are any numbers given?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,3d604f82-9eea-4cb9-9b24-e0b1272f3c71,T1.Q6.A2,"Yes, one number","T1.Q7, T1.Q10",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b6785c8b-64e9-4b49-b763-fa464d392507,T1.Q6,Are any numbers given?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,96625a20-4a18-4b90-8cb2-0796e3b9e226,T1.Q6.A3,"Yes, multiple numbers","T1.Q7, T1.Q10",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df02a473-bc08-4516-b10e-fba21da9210a,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,bc4bfda9-9ca7-4105-b3fc-597d66c47af9,T1.Q7.A1,No numbers given,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df02a473-bc08-4516-b10e-fba21da9210a,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,aefdb89b-9548-4443-927f-792a6d5f6c77,T1.Q7.A2,"Number or percentage offered, but no baseline comparison number given",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df02a473-bc08-4516-b10e-fba21da9210a,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,1060027c-e76b-4774-b117-51e60aa5b653,T1.Q7.A3,Baseline number given,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df02a473-bc08-4516-b10e-fba21da9210a,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,124316f7-7168-4726-8a37-19adc110cd2a,T1.Q7.A4,Very different comparison number given for contrast,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",df02a473-bc08-4516-b10e-fba21da9210a,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,4af81c94-71c7-4a0b-9de2-c18c56cdbc31,T1.Q7.A5,Similar comparison number given for context (e.g. for previous year or nearby place),,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f1fe19de-3983-4727-a2df-2bec785c8996,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was precisely correct? (e.g. no conditional words like “about,” “approximately,” or confidence intervals)",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,e9da0ab9-f0e6-4b57-a395-07229bff48b0,T1.Q10.A1,Explicitly,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f1fe19de-3983-4727-a2df-2bec785c8996,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was precisely correct? (e.g. no conditional words like “about,” “approximately,” or confidence intervals)",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,1e987ab2-7ca5-4f99-98cc-584fc063d070,T1.Q10.A2,Implicitly,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f1fe19de-3983-4727-a2df-2bec785c8996,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was precisely correct? (e.g. no conditional words like “about,” “approximately,” or confidence intervals)",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,a12ff76c-cf75-41ad-a7e3-ffc656e3e4de,T1.Q10.A3,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c61bcb4c-e209-4903-a0ae-0d13f300e9c5,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,04ed7207-7131-49e5-8989-3c14c39765ff,T1.Q11.A1,"Yes, explicitly",T1.Q12,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c61bcb4c-e209-4903-a0ae-0d13f300e9c5,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,96d1b45d-93e5-499f-be91-24455464ba45,T1.Q11.A2,"Yes, implicitly",T1.Q12,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c61bcb4c-e209-4903-a0ae-0d13f300e9c5,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,1e9f052f-8b6b-47b3-b1e9-c29f1ab91110,T1.Q11.A3,I can't tell,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c61bcb4c-e209-4903-a0ae-0d13f300e9c5,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,0dd6d2f1-13b2-4f3e-8bdd-fd0009c87f07,T1.Q11.A4,"No, not at all",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66e4e3d3-58f1-49e4-9136-0a8d9211046d,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,5abdb8ed-4ee3-44cc-b80e-f576c0f95c19,T1.Q12.A1,Change the claim fundamentally,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66e4e3d3-58f1-49e4-9136-0a8d9211046d,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3c1be806-10b5-41ed-aa11-4548987384cc,T1.Q12.A2,Challenge the claim,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66e4e3d3-58f1-49e4-9136-0a8d9211046d,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3ce385d5-512b-4e51-8ce9-b37f677d256c,T1.Q12.A3,Add evidence to the claim,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66e4e3d3-58f1-49e4-9136-0a8d9211046d,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,14384a1e-66a6-43db-9f37-0ca61ba2722a,T1.Q12.A4,Illuminate further aspects of the claim,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66e4e3d3-58f1-49e4-9136-0a8d9211046d,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,4a0d9440-9aa2-4dd8-ac0d-e380e6096eef,T1.Q12.A5,None of the above,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",817118f7-aacb-46ca-80c2-d59a7e83f4fd,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,624a79ea-a52d-47ba-8f51-0e9f4ab02d5c,T1.Q14.A1,1: Easiest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",817118f7-aacb-46ca-80c2-d59a7e83f4fd,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,684b7888-9726-44ff-a267-05bcdc910dd5,T1.Q14.A2,2,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",817118f7-aacb-46ca-80c2-d59a7e83f4fd,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,f0ed3437-4614-4686-8c8f-88aa526b0df5,T1.Q14.A3,3,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",817118f7-aacb-46ca-80c2-d59a7e83f4fd,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,abdf45f7-e24a-4ebc-ad3d-870d50b56582,T1.Q14.A4,4: Neither easy nor difficult,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",817118f7-aacb-46ca-80c2-d59a7e83f4fd,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,b14adb4c-0dd6-443f-8ae9-0a3599d270c3,T1.Q14.A5,5,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",817118f7-aacb-46ca-80c2-d59a7e83f4fd,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,ec637161-d9ca-4248-b62a-bf0e4290ec14,T1.Q14.A6,6,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",817118f7-aacb-46ca-80c2-d59a7e83f4fd,T1.Q14,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,bbe2f48c-ae42-4669-a1a7-9b0b12910c1f,T1.Q14.A7,7 Hardest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Probability2020_09_20,94b5dc9b38f5776d665cd61ba81b20dd2aab14dc2ab890db0206ab3d8ae978ad,0f859c5f-4244-4f7d-abac-9494257c4642,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",121b1832-7998-4de3-bd10-a17520d419b5,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,180ad2e0-c343-47ca-a1e2-56a0f365eec8,T1.Q15.A1,1: I was guessing randomly for everything,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
